Years,Months (MES),CADENA GENERAL,NAME,QUANTITY,VALUE,PRICE
2023,9,La Comer,Photoderm M Claro Spf 50+ 40 ml,30,17586.2969,586.2098966
2023,9,La Comer,Photoderm M Dorado Spf 50+ 40 ml,26,15241.4569,586.2098807
2023,9,La Comer,Photoderm M Spf 50+ 40 ml,3,1066.29,355.43
2023,9,La Comer,Photoderm MAX Aquafluido Claro 40 ml,2,602.24,301.12
2023,9,La Comer,Photoderm MAX Aquafluido Dorado 40 ml,4,1204.48,301.12
2023,9,La Comer,Photoderm MAX Aquafluido Neutro 40 ml,1,301.12,301.12
2023,9,La Comer,Photoderm MAX Crema 40 ml,1,295.09,295.09
2023,9,La Comer,Photoderm MAX Leche Spf 50+ 200 ml,51,33853.29,663.79
2023,9,La Comer,Photoderm Nude Touch Claro Spf 50+ 40 ml,35,19581.80276,559.4800788
2023,9,La Comer,Photoderm Nude Touch Dorado Spf 50+ 40 ml,4,1817.76,454.44
2023,9,La Comer,Photoderm Nude Touch Muy Claro Spf 50+ 40 ml,21,11363.87276,541.136798
2023,9,La Comer,Photoderm Pediatrics Mineral Spf 50+ 50 gr,12,7127.635517,593.9696264
2023,9,La Comer,Photoderm Pediatrics Spray Spf 50+ 200 ml,13,8618.09,662.93
2023,9,La Comer,Photoderm Spot Age Spf 50+ 40 ml,28,15721.53,561.4832143
2023,9,La Comer,Photoderm Spray Spf 50+ 400 ml,60,48103.22828,801.7204713
2023,9,La Comer,Pigmentbio C-Concentrate 15 ml,35,22930.95241,655.170069
2023,9,La Comer,Pigmentbio Daily Care 50+ 40 ml,30,22500,750
2023,9,La Comer,Pigmentbio Foaming Cream 200 ml,76,45141.68655,593.9695599
2023,9,La Comer,Pigmentbio H2O 250 ml,57,23563.09552,413.3876406
2023,9,La Comer,Pigmentbio Night Renewer 50 ml,16,12000,750
2023,9,La Comer,Pigmentbio Sensitive Areas 75 ml,82,42295.14,515.7943902
2023,9,La Comer,Sebium Gel Moussant 100 ml,311,61642.73103,198.2081384
2023,9,La Comer,Sebium Gel Moussant 500 ml,134,78600.93,586.5741045
2023,9,La Comer,Sebium Gel Moussant Actif Tubo 200 ml,59,26070.33,441.87
2023,9,La Comer,Sebium Gel Moussant Tubo 200 ml,91,33654.52517,369.8299469
2023,9,La Comer,Sebium Global 30 ml,18,10862.1,603.45
2023,9,La Comer,Sebium H2O 100 ml,115,21296.94448,185.1908216
2023,9,La Comer,Sebium H2O 250 ml,50,21077.50517,421.5501034
2023,9,La Comer,Sebium H2O 500 ml,55,32664.63517,593.9024577
2023,9,La Comer,Sebium H2O Bomba Inv 500 ml,50,31422.49828,628.4499655
2023,9,La Comer,Sebium Kerato+ 30 ml,25,12909.5,516.38
2023,9,La Comer,Sebium Pore Refiner 30 ml,54,35379.18483,655.1700894
2023,9,La Comer,Sensibio AR 40 ml,96,52004.6169,541.7147593
2023,9,La Comer,Sensibio Defensive 40 ml,79,36392.62069,460.6660847
2023,9,La Comer,Sensibio Defensive Serum 30 ml,37,21453.72724,579.830466
2023,9,La Comer,Sensibio Gel Contorno de Ojos 15 ml,61,23050.23138,377.8726456
2023,9,La Comer,Sensibio Gel Moussant 200 ml,106,47019.47552,443.5799577
2023,9,La Comer,Sensibio Gel Moussant 500 ml,189,111625.3407,590.6102682
2023,9,La Comer,Sensibio Gel Moussant Tubo 100 ml,564,114203.2741,202.4880747
2023,9,La Comer,Sensibio H2O 100 ml,478,88541.61104,185.2334959
2023,9,La Comer,Sensibio H2O 250 ml,246,103662.1252,421.3907527
2023,9,La Comer,Sensibio H2O 500 ml,279,166937.0648,598.3407341
2023,9,La Comer,Sensibio H2O Bomba Inv 500 ml,144,90496.78828,628.4499186
2023,9,La Comer,Sensibio H2O Eye 125 ml,204,63309.57828,310.34107
2023,9,La Comer,Sensibio Light 40 ml,16,5020.96,313.81
2023,9,Liverpool,ABCDerm Cold Cream 200 ml,56,19611.53,350.2058929
2023,9,Liverpool,ABCDerm Gel Moussant 1 l,181,83832.89,463.1651381
2023,9,Liverpool,ABCDerm H2O 1 l,28,15987.85,570.9946429
2023,9,Liverpool,Adaptasun Agua Solar Fotoprotectora 150Ml,3,3925.86,1308.62
2023,9,Liverpool,Adaptasun Leche Corporal Fotoprotectora 200Ml,1,1306.03,1306.03
2023,9,Liverpool,Age Proteom Serum 30 ml,7,17547.39,2506.77
2023,9,Liverpool,Agua Celular Bruma 100Ml,8,3793.12,474.14
2023,9,Liverpool,Agua Celular Bruma 200Ml,8,6137.92,767.24
2023,9,Liverpool,Agua Celular Gel Hidratante Fresco 50Ml,13,14737.06,1133.62
2023,9,Liverpool,Agua Celular Loción En Esencia Hidratante 125Ml,3,2715.51,905.17
2023,9,Liverpool,Atoderm Aceite Ducha 200 ml,39,10052.55,257.7576923
2023,9,Liverpool,Atoderm Barra 150 gr,136,20955.3,154.0830882
2023,9,Liverpool,Atoderm Crema Tubo 200 ml,128,24205.63,189.1064844
2023,9,Liverpool,Atoderm Crema Ultra 500 ml,83,33771.43,406.8846988
2023,9,Liverpool,Atoderm Gel Ducha 500 ml,27,13838.96,512.5540741
2023,9,Liverpool,Atoderm Intensive Balsamo 200 ml,32,14069.03,439.6571875
2023,9,Liverpool,Atoderm Intensive Balsamo 500 ml,52,33108.57,636.7032692
2023,9,Liverpool,Atoderm Intensive Balsamo 75 ml,43,10031.94,233.3009302
2023,9,Liverpool,Atoderm Intensive Gel Crema 200 ml,6,2506.01,417.6683333
2023,9,Liverpool,Atoderm Intensive Gel Crema 500 ml,18,11094.95,616.3861111
2023,9,Liverpool,Atoderm Intensive Gel Crema 75 ml,37,8472.44,228.9848649
2023,9,Liverpool,Atoderm Intensive Gel Moussant 200 ml,23,6494.89,282.3865217
2023,9,Liverpool,Atoderm Labios 15 ml,27,4869.71,180.3596296
2023,9,Liverpool,Atoderm Manos y Uñas 50 ml,101,11220.98,111.0988119
2023,9,Liverpool,Atoderm SOS Spray 200 ml,14,8436.26,602.59
2023,9,Liverpool,Atoderm SOS Spray 50 ml,27,9287.19,343.97
2023,9,Liverpool,Body Care Leche Hidratante Y Reafirmante 400Ml,2,3189.66,1594.83
2023,9,Liverpool,Cicabio Arnica+ 40 ml,19,6887.94,362.5231579
2023,9,Liverpool,Cicabio Crema 40 ml,28,10837.95,387.0696429
2023,9,Liverpool,Excellage Contorno De Ojos 15Ml,5,8405.15,1681.03
2023,9,Liverpool,Excellage Crema 50Ml,2,5000,2500
2023,9,Liverpool,Excellage Suero 30Ml,1,2370.69,2370.69
2023,9,Liverpool,Fotoprotector Facial En Polvo 15Gr,1,1293.1,1293.1
2023,9,Liverpool,Hydrabio Bruma 300 ml,22,5236.39,238.0177273
2023,9,Liverpool,Hydrabio Gel Crema 40 ml,87,39537.79,454.4573563
2023,9,Liverpool,Hydrabio H2O 100 ml,50,9355.88,187.1176
2023,9,Liverpool,Hydrabio H2O 250 ml,35,15055.92,430.1691429
2023,9,Liverpool,Hydrabio Mascarilla 75 ml,18,9294.84,516.38
2023,9,Liverpool,Hydrabio Serum 40 ml,156,99119.54,635.3816667
2023,9,Liverpool,Kit Photoderm Aqua. + Sensibio  Gel + Sensibio  Defense,37,15226.42,411.5248649
2023,9,Liverpool,KIT Photoderm Cover T Claro + Sensibio  H2O Eye 9ml + Sensibio  H2O 10ml,102,47828.64,468.9082353
2023,9,Liverpool,KIT Photoderm Cover T Dor + Sensibio  H2O Eye 9ml + Sensibio  H2O 10ml,81,37985.73,468.9596296
2023,9,Liverpool,KIT Pigm Sensitive Areas 75 ml+ Mini Pigm C-Conc 5ml + Mini Pigm Night Renew 5ml,4,1755.16,438.79
2023,9,Liverpool,KIT Sebium Gel M 200ml+ Minis,57,26412,463.3684211
2023,9,Liverpool,KIT Sebium P. Refiner 30ml+ Sebium H2O 20ml+ Sebium Gel Actif 8ml+ PH Nude Touch 2ml,1,631.8,631.8
2023,9,Liverpool,KIT Sensibio  Eye 125ml + Sensibio  H2O 10ml + Photoderm Aquafluido 5ml,1,254.31,254.31
2023,9,Liverpool,Lift & Repair Contorno De Ojos 15Ml,3,5043.09,1681.03
2023,9,Liverpool,Lift & Repair Crema 50 ml,2,4310.34,2155.17
2023,9,Liverpool,Lift & Repair Parches Para El Contorno De Ojos 10Uds,4,6551.72,1637.93
2023,9,Liverpool,Lift & Repair Suero Tensor 30Ml,1,2284.48,2284.48
2023,9,Liverpool,Nodé Shampoo Fluido 400 ml,19,9172.42,482.7589474
2023,9,Liverpool,Osmoclean Desincrustante Suave 75Ml,4,2482.76,620.69
2023,9,Liverpool,Osmoclean Desmaquillante De Alta Tolerancia 125Ml,9,6090.48,676.72
2023,9,Liverpool,Osmoclean Gel Limpiador Purificante 150Ml,4,2534.48,633.62
2023,9,Liverpool,Osmoclean Mascarilla Exfoliante Aclaradora 75Ml,2,1577.58,788.79
2023,9,Liverpool,Photoderm AKN Spf 30 40 ml,27,16089.12,595.8933333
2023,9,Liverpool,Photoderm Aquafluido Claro Spf 50+ 40 ml,122,62998.22,516.3788525
2023,9,Liverpool,Photoderm Aquafluido Dorado Spf 50+ 40 ml,84,43169.34,513.9207143
2023,9,Liverpool,Photoderm Aquafluido Neutro Spf 50+ 40 ml,104,53600.18,515.3863462
2023,9,Liverpool,Photoderm AR Spf 50+ 30 ml,63,37902.63,601.6290476
2023,9,Liverpool,Photoderm Bruma Spf 50+ 150 ml,34,19022.3,559.4794118
2023,9,Liverpool,Photoderm Cover T. Claro 40 gr,163,95293.22,584.6209816
2023,9,Liverpool,Photoderm Cover T. Dorado 40 gr,129,75406.31,584.5450388
2023,9,Liverpool,Photoderm Crema Claro Spf 50+ 40 ml,37,18818.84,508.6172973
2023,9,Liverpool,Photoderm Crema Spf 50+ 40 ml,13,6612.06,508.62
2023,9,Liverpool,Photoderm M Bronce Spf 50+ 40 ml,23,13859.54,602.5886957
2023,9,Liverpool,Photoderm M Claro Spf 50+ 40 ml,49,29526.85,602.5887755
2023,9,Liverpool,Photoderm M Dorado Spf 50+ 40 ml,105,63030.82,600.2935238
2023,9,Liverpool,Photoderm MAX Aquafluido Pocket Spf 50+ 30 ml,49,13819.12,282.0228571
2023,9,Liverpool,Photoderm MAX Leche Spf 50+ 200 ml,67,45560.88,680.0131343
2023,9,Liverpool,Photoderm Nude Touch Claro Spf 50+ 40 ml,109,62059.77,569.3556881
2023,9,Liverpool,Photoderm Nude Touch Dorado Spf 50+ 40 ml,1,568.94,568.94
2023,9,Liverpool,Photoderm Nude Touch Muy Claro Spf 50+ 40 ml,55,31064.02,564.8003636
2023,9,Liverpool,Photoderm Pediatrics Mineral Spf 50+ 50 gr,41,24127.31,588.4709756
2023,9,Liverpool,Photoderm Pediatrics Spray Spf 50+ 200 ml,30,19579.33,652.6443333
2023,9,Liverpool,Photoderm Spot Age Spf 50+ 40 ml,53,31977.81,603.3549057
2023,9,Liverpool,Photoderm Spray Spf 50+ 400 ml,117,95737.47,818.2689744
2023,9,Liverpool,Pigmentbio C-Concentrate 15 ml,94,63812.41,678.8554255
2023,9,Liverpool,Pigmentbio Daily Care 50+ 40 ml,63,48824.91,774.9985714
2023,9,Liverpool,Pigmentbio Foaming Cream 200 ml,132,79360.89,601.2188636
2023,9,Liverpool,Pigmentbio H2O 250 ml,50,21508.44,430.1688
2023,9,Liverpool,Pigmentbio Night Renewer 50 ml,56,43055.08,768.8407143
2023,9,Liverpool,Pigmentbio Sensitive Areas 75 ml,537,276594.77,515.0740596
2023,9,Liverpool,Sebium Barra 100 gr,146,22108.35,151.4270548
2023,9,Liverpool,Sebium Gel Gommant 100 ml,69,27907.09,404.4505797
2023,9,Liverpool,Sebium Gel Moussant 100 ml,578,103059.87,178.3042734
2023,9,Liverpool,Sebium Gel Moussant 200 ml,43,17242.83,400.9960465
2023,9,Liverpool,Sebium Gel Moussant 500 ml,347,183298.93,528.2389914
2023,9,Liverpool,Sebium Gel Moussant Actif Tubo 200 ml,171,67886.47,396.9969006
2023,9,Liverpool,Sebium Gel Moussant Tubo 200 ml,198,66150.58,334.0938384
2023,9,Liverpool,Sebium Global 30 ml,43,23788.03,553.21
2023,9,Liverpool,Sebium H2O 100 ml,157,26139.74,166.4951592
2023,9,Liverpool,Sebium H2O 250 ml,59,22883.05,387.8483051
2023,9,Liverpool,Sebium H2O 500 ml,127,67683.79,532.9432283
2023,9,Liverpool,Sebium H2O Bomba Inv 500 ml,66,36729.63,556.5095455
2023,9,Liverpool,Sebium Hydra 40 ml,212,98587.96,465.0375472
2023,9,Liverpool,Sebium Kerato+ 30 ml,54,28817.88,533.6644444
2023,9,Liverpool,Sebium Night Peel 40 ml,39,22951.6,588.5025641
2023,9,Liverpool,Sebium Pore Refiner 30 ml,198,117024.49,591.0327778
2023,9,Liverpool,Sensibio AR 40 ml,191,105253.76,551.0668063
2023,9,Liverpool,Sensibio Defensive 40 ml,73,33437.62,458.049589
2023,9,Liverpool,Sensibio Defensive Serum 30 ml,79,53201.2,673.4329114
2023,9,Liverpool,Sensibio Ds+ Crema 40 ml,97,49972.03,515.175567
2023,9,Liverpool,Sensibio Forte 40 ml,33,17040.44,516.3769697
2023,9,Liverpool,Sensibio Gel Contorno de Ojos 15 ml,158,61086.03,386.620443
2023,9,Liverpool,Sensibio Gel Moussant 200 ml,107,47428.33,443.2554206
2023,9,Liverpool,Sensibio Gel Moussant 500 ml,350,209473.83,598.4966571
2023,9,Liverpool,Sensibio Gel Moussant Tubo 100 ml,708,143027.12,202.0157062
2023,9,Liverpool,Sensibio H2O 100 ml,266,50316.61,189.160188
2023,9,Liverpool,Sensibio H2O 250 ml,113,48531.66,429.4837168
2023,9,Liverpool,Sensibio H2O 500 ml,174,104616.64,601.2450575
2023,9,Liverpool,Sensibio H2O Bomba Inv 500 ml,116,72711.57,626.8238793
2023,9,Liverpool,Sensibio H2O Bomba Inv 850 ml,170,102199.13,601.1713529
2023,9,Liverpool,Sensibio H2O Eye 125 ml,174,55332.9,318.0051724
2023,9,Medina,ABCDerm Gel Moussant 1 l,8,3276.724138,409.5905172
2023,9,Medina,ABCDerm H2O 1 l,3,2031,677
2023,9,Medina,Atoderm Aceite Ducha 1 l,2,1398,699
2023,9,Medina,Atoderm Aceite Ducha 100 ml,4,796,199
2023,9,Medina,Atoderm Aceite Ducha 200 ml,4,1196,299
2023,9,Medina,Atoderm Barra 150 gr,48,2623.275862,54.65158046
2023,9,Medina,Atoderm Crema Tubo 200 ml,16,1699.137931,106.1961207
2023,9,Medina,Atoderm Crema Ultra 500 ml,16,3143,196.4375
2023,9,Medina,Atoderm Gel Ducha 500 ml,5,2065.517241,413.1034483
2023,9,Medina,Atoderm Intensive Balsamo 200 ml,2,877.5862069,438.7931034
2023,9,Medina,Atoderm Intensive Balsamo 500 ml,28,8281.896552,295.7820197
2023,9,Medina,Atoderm Intensive Balsamo 75 ml,1,231.8965517,231.8965517
2023,9,Medina,Atoderm Intensive Gel Crema 200 ml,2,877.5862069,438.7931034
2023,9,Medina,Atoderm Intensive Gel Crema 500 ml,15,4338.793103,289.2528736
2023,9,Medina,Atoderm Intensive Gel Crema 75 ml,3,695.7,231.9
2023,9,Medina,Atoderm Intensive Gel Moussant 200 ml,5,850.862069,170.1724138
2023,9,Medina,Atoderm Labios 15 ml,4,360.3448276,90.0862069
2023,9,Medina,Atoderm Manos y Uñas 50 ml,1,119,119
2023,9,Medina,Atoderm SOS Spray 200 ml,6,1807.758621,301.2931034
2023,9,Medina,Atoderm SOS Spray 50 ml,6,1375.862069,229.3103448
2023,9,Medina,Cicabio Arnica+ 40 ml,2,366.3793103,183.1896552
2023,9,Medina,Cicabio Crema 40 ml,6,1935.344828,322.5574713
2023,9,Medina,Hydrabio Bruma 300 ml,15,1953,130.2
2023,9,Medina,Hydrabio Gel Crema 40 ml,9,3174,352.6666667
2023,9,Medina,Hydrabio H2O 100 ml,2,438,219
2023,9,Medina,Hydrabio H2O 250 ml,1,430.1724138,430.1724138
2023,9,Medina,Hydrabio Serum 40 ml,26,7644.827586,294.0318302
2023,9,Medina,KIT Pigm Sensitive Areas 75 ml+ Mini Pigm C-Conc 5ml + Mini Pigm Night Renew 5ml,7,1527,218.1428571
2023,9,Medina,KIT Sebium P. Refiner 30ml+ Sebium H2O 20ml+ Sebium Gel Actif 8ml+ PH Nude Touch 2ml,6,3270,545
2023,9,Medina,KIT Sensibio  Eye 125ml + Sensibio  H2O 10ml + Photoderm Aquafluido 5ml,7,885,126.4285714
2023,9,Medina,KIT Sensibio  H2O 500ml + 250ml,13,7011,539.3076923
2023,9,Medina,Nodé DS+ 125 ml,7,3115,445
2023,9,Medina,Nodé Shampoo Fluido 400 ml,2,1118,559
2023,9,Medina,Photoderm AKN Spf 30 40 ml,3,1205.172414,401.7241379
2023,9,Medina,Photoderm Aquafluido Claro Spf 50+ 40 ml,13,3098.275862,238.3289125
2023,9,Medina,Photoderm Aquafluido Dorado Spf 50+ 40 ml,16,5163.793103,322.737069
2023,9,Medina,Photoderm Aquafluido Neutro Spf 50+ 40 ml,14,3594,256.7142857
2023,9,Medina,Photoderm AR Spf 50+ 30 ml,14,4218.103448,301.2931034
2023,9,Medina,Photoderm Bruma Spf 50+ 150 ml,6,2237.931034,372.9885057
2023,9,Medina,Photoderm Cover T. Claro 40 gr,29,7024.137931,242.2116528
2023,9,Medina,Photoderm Cover T. Dorado 40 gr,23,7024.137931,305.3973013
2023,9,Medina,Photoderm Crema Claro Spf 50+ 40 ml,2,1015.517241,507.7586207
2023,9,Medina,Photoderm Crema Spf 50+ 40 ml,1,507.7586207,507.7586207
2023,9,Medina,Photoderm Kid Leche 50+  100 ml,2,922.4137931,461.2068966
2023,9,Medina,Photoderm M Bronce Spf 50+ 40 ml,3,1807.758621,602.5862069
2023,9,Medina,Photoderm M Claro Spf 50+ 40 ml,5,2410.344828,482.0689655
2023,9,Medina,Photoderm M Dorado Spf 50+ 40 ml,19,4820.689655,253.7205082
2023,9,Medina,Photoderm MAX Leche Spf 50+ 200 ml,1,680.1724138,680.1724138
2023,9,Medina,Photoderm Mineral Fluido Spf 50+ 75 gr,1,594,594
2023,9,Medina,Photoderm Nude Touch Claro Spf 50+ 40 ml,4,2272.413793,568.1034483
2023,9,Medina,Photoderm Nude Touch Dorado Spf 50+ 40 ml,4,2636,659
2023,9,Medina,Photoderm Nude Touch Muy Claro Spf 50+ 40 ml,13,5112.931034,393.3023873
2023,9,Medina,Photoderm Pediatrics Mineral Spf 50+ 50 gr,5,3445,689
2023,9,Medina,Photoderm Pediatrics Spray Spf 50+ 200 ml,4,2756,689
2023,9,Medina,Photoderm Spot Age Spf 50+ 40 ml,8,1807.758621,225.9698276
2023,9,Medina,Photoderm Spray Spf 50+ 400 ml,20,8189.655172,409.4827586
2023,9,Medina,Pigmentbio C-Concentrate 15 ml,24,8842.241379,368.4267241
2023,9,Medina,Pigmentbio Daily Care 50+ 40 ml,2,1550,775
2023,9,Medina,Pigmentbio Foaming Cream 200 ml,18,5423.275862,301.2931034
2023,9,Medina,Pigmentbio H2O 250 ml,5,860.3448276,172.0689655
2023,9,Medina,Pigmentbio Night Renewer 50 ml,4,2325,581.25
2023,9,Medina,Pigmentbio Sensitive Areas 75 ml,42,7745.689655,184.4211823
2023,9,Medina,Sebium Barra 100 gr,14,1200.862069,85.77586207
2023,9,Medina,Sebium Gel Gommant 100 ml,1,448.2758621,448.2758621
2023,9,Medina,Sebium Gel Moussant 100 ml,35,2836.206897,81.03448276
2023,9,Medina,Sebium Gel Moussant 200 ml,3,1331.896552,443.9655172
2023,9,Medina,Sebium Gel Moussant 500 ml,39,9586.206897,245.8001768
2023,9,Medina,Sebium Gel Moussant Actif Tubo 200 ml,23,5816.37931,252.886057
2023,9,Medina,Sebium Gel Moussant Tubo 200 ml,12,3406.034483,283.8362069
2023,9,Medina,Sebium Global 30 ml,5,2444.827586,488.9655172
2023,9,Medina,Sebium H2O 100 ml,5,566.3793103,113.2758621
2023,9,Medina,Sebium H2O 250 ml,5,1720.689655,344.137931
2023,9,Medina,Sebium H2O 500 ml,10,4193.965517,419.3965517
2023,9,Medina,Sebium H2O Bomba Inv 500 ml,10,4399.137931,439.9137931
2023,9,Medina,Sebium Hydra 40 ml,36,7875,218.75
2023,9,Medina,Sebium Kerato+ 30 ml,21,5990,285.2380952
2023,9,Medina,Sebium Night Peel 40 ml,5,2755.172414,551.0344828
2023,9,Medina,Sebium Pore Refiner 30 ml,17,7387.068966,434.5334686
2023,9,Medina,Sensibio AR 40 ml,43,7161.206897,166.5396953
2023,9,Medina,Sensibio Defensive 40 ml,16,5073.275862,317.0797414
2023,9,Medina,Sensibio Defensive Serum 30 ml,13,4732,364
2023,9,Medina,Sensibio Ds+ Crema 40 ml,11,2581.896552,234.7178683
2023,9,Medina,Sensibio Forte 40 ml,3,1549.137931,516.3793103
2023,9,Medina,Sensibio Gel Contorno de Ojos 15 ml,21,4257.758621,202.7504105
2023,9,Medina,Sensibio Gel Moussant 200 ml,8,2219.827586,277.4784483
2023,9,Medina,Sensibio Gel Moussant 500 ml,33,7788.793103,236.0240334
2023,9,Medina,Sensibio Gel Moussant Tubo 100 ml,55,3241.37931,58.93416928
2023,9,Medina,Sensibio H2O 100 ml,20,1887.931034,94.39655172
2023,9,Medina,Sensibio H2O 250 ml,10,3011.206897,301.1206897
2023,9,Medina,Sensibio H2O 500 ml,33,7788.793103,236.0240334
2023,9,Medina,Sensibio H2O Bomba Inv 500 ml,3,2187,729
2023,9,Medina,Sensibio H2O Eye 125 ml,17,3181.034483,187.1196755
2023,9,Meli,ABCDerm Cold Cream 200 ml,1,409,409
2023,9,Meli,ABCDerm Gel Moussant 1 l,29,13629.3,469.9758621
2023,9,Meli,ABCDerm H2O 1 l,7,4080.9,582.9857143
2023,9,Meli,Atoderm Aceite Ducha 1 l,1,749,749
2023,9,Meli,Atoderm Aceite Ducha 100 ml,4,788,197
2023,9,Meli,Atoderm Aceite Ducha 200 ml,8,2392,299
2023,9,Meli,Atoderm Barra 150 gr,62,10024,161.6774194
2023,9,Meli,Atoderm Crema Ultra 500 ml,46,19285,419.2391304
2023,9,Meli,Atoderm Gel Ducha 500 ml,7,3653.9,521.9857143
2023,9,Meli,Atoderm Intensive Balsamo 200 ml,4,1959.65,489.9125
2023,9,Meli,Atoderm Intensive Balsamo 500 ml,12,8092.05,674.3375
2023,9,Meli,Atoderm Intensive Balsamo 75 ml,10,2649.65,264.965
2023,9,Meli,Atoderm Intensive Gel Crema 200 ml,6,2901.3,483.55
2023,9,Meli,Atoderm Intensive Gel Crema 500 ml,5,3055.75,611.15
2023,9,Meli,Atoderm Intensive Gel Crema 75 ml,8,2071.3,258.9125
2023,9,Meli,Atoderm Intensive Gel Moussant 200 ml,16,4474.24,279.64
2023,9,Meli,Atoderm Labios 15 ml,31,5820.65,187.7629032
2023,9,Meli,Atoderm Manos y Uñas 50 ml,22,2644.5,120.2045455
2023,9,Meli,Atoderm SOS Spray 200 ml,1,699,699
2023,9,Meli,Cicabio Arnica+ 40 ml,19,7310,384.7368421
2023,9,Meli,Cicabio Crema 40 ml,1,449,449
2023,9,Meli,Hydrabio Bruma 300 ml,54,15066,279
2023,9,Meli,Hydrabio Gel Crema 40 ml,28,14812,529
2023,9,Meli,Hydrabio H2O 100 ml,4,777.45,194.3625
2023,9,Meli,Hydrabio H2O 250 ml,4,1671.15,417.7875
2023,9,Meli,Hydrabio Mascarilla 75 ml,4,1856.15,464.0375
2023,9,Meli,Hydrabio Serum 40 ml,23,15555.95,676.3456522
2023,9,Meli,KIT Photoderm Cover T Claro + Sensibio  H2O Eye 9ml + Sensibio  H2O 10ml,40,22672,566.8
2023,9,Meli,KIT Photoderm Cover T Dor + Sensibio  H2O Eye 9ml + Sensibio  H2O 10ml,20,11111.15,555.5575
2023,9,Meli,KIT Sebium Gel M 200ml+ Minis,18,6825,379.1666667
2023,9,Meli,KIT Sensibio  Eye 125ml + Sensibio  H2O 10ml + Photoderm Aquafluido 5ml,20,5900,295
2023,9,Meli,Nodé DS+ 125 ml,1,401,401
2023,9,Meli,Nodé Shampoo Fluido 400 ml,4,1816.3,454.075
2023,9,Meli,Photoderm AKN Spf 30 40 ml,1,699,699
2023,9,Meli,Photoderm Aquafluido Claro Spf 50+ 40 ml,8,4792,599
2023,9,Meli,Photoderm Aquafluido Dorado Spf 50+ 40 ml,7,3833.2,547.6
2023,9,Meli,Photoderm Aquafluido Neutro Spf 50+ 40 ml,9,5391,599
2023,9,Meli,Photoderm AR Spf 50+ 30 ml,10,5871.6,587.16
2023,9,Meli,Photoderm Bruma Spf 50+ 150 ml,5,3245,649
2023,9,Meli,Photoderm Cover T. Bronce Spf 50+ 40 gr,25,16101.8,644.072
2023,9,Meli,Photoderm Cover T. Claro 40 gr,27,17925.6,663.9111111
2023,9,Meli,Photoderm Cover T. Dorado 40 gr,20,11778.4,588.92
2023,9,Meli,Photoderm Crema Claro Spf 50+ 40 ml,10,5772.2,577.22
2023,9,Meli,Photoderm Crema Spf 50+ 40 ml,9,5183.2,575.9111111
2023,9,Meli,Photoderm M Bronce Spf 50+ 40 ml,6,3634,605.6666667
2023,9,Meli,Photoderm M Dorado Spf 50+ 40 ml,6,4194,699
2023,9,Meli,Photoderm MAX Leche Spf 50+ 200 ml,1,789,789
2023,9,Meli,Photoderm Pediatrics Mineral Spf 50+ 50 gr,6,3996.2,666.0333333
2023,9,Meli,Photoderm Pediatrics Spray Spf 50+ 200 ml,5,3845,769
2023,9,Meli,Photoderm Spot Age Spf 50+ 40 ml,2,1398,699
2023,9,Meli,Pigmentbio C-Concentrate 15 ml,9,6154,683.7777778
2023,9,Meli,Pigmentbio Daily Care 50+ 40 ml,11,8315.75,755.9772727
2023,9,Meli,Pigmentbio Foaming Cream 200 ml,152,87546.4,575.9631579
2023,9,Meli,Pigmentbio H2O 250 ml,9,4491,499
2023,9,Meli,Pigmentbio Night Renewer 50 ml,14,10428.2,744.8714286
2023,9,Meli,Pigmentbio Sensitive Areas 75 ml,298,169022,567.1879195
2023,9,Meli,Sebium Barra 100 gr,45,7840.32,174.2293333
2023,9,Meli,Sebium Gel Gommant 100 ml,12,5512,459.3333333
2023,9,Meli,Sebium Gel Moussant 100 ml,12,2303,191.9166667
2023,9,Meli,Sebium Gel Moussant 500 ml,2,1216,608
2023,9,Meli,Sebium Gel Moussant Actif Tubo 200 ml,94,40090.75,426.4973404
2023,9,Meli,Sebium Gel Moussant Tubo 200 ml,21,7704.45,366.8785714
2023,9,Meli,Sebium Global 30 ml,60,34953.7,582.5616667
2023,9,Meli,Sebium H2O 100 ml,22,3919.2,178.1454545
2023,9,Meli,Sebium H2O 250 ml,13,5588.8,429.9076923
2023,9,Meli,Sebium H2O 500 ml,20,12093,604.65
2023,9,Meli,Sebium H2O Bomba Inv 500 ml,24,14361.3,598.3875
2023,9,Meli,Sebium Hydra 40 ml,95,47843.04,503.6109474
2023,9,Meli,Sebium Kerato+ 30 ml,23,11470.85,498.7326087
2023,9,Meli,Sebium Night Peel 40 ml,1,639.2,639.2
2023,9,Meli,Sebium Pore Refiner 30 ml,85,54137.75,636.9147059
2023,9,Meli,Sensibio AR 40 ml,75,40060.05,534.134
2023,9,Meli,Sensibio Defensive 40 ml,39,18939,485.6153846
2023,9,Meli,Sensibio Defensive Serum 30 ml,79,47151,596.8481013
2023,9,Meli,Sensibio Ds+ Crema 40 ml,22,12549.05,570.4113636
2023,9,Meli,Sensibio Forte 40 ml,9,4762.05,529.1166667
2023,9,Meli,Sensibio Gel Contorno de Ojos 15 ml,28,11022.95,393.6767857
2023,9,Meli,Sensibio Gel Moussant 200 ml,37,17613,476.027027
2023,9,Meli,Sensibio Gel Moussant 500 ml,306,182989,598.003268
