Years,Months (MES),CADENA GENERAL,NAME,QUANTITY,VALUE,PRICE
2022,2,Benavides,Photoderm AR Spf 50+ 30 ml,30,12644.09,421.4696667
2022,2,Benavides,Photoderm Cover T. Claro 40 gr,52,21180.58,407.3188462
2022,2,Benavides,Photoderm Cover T. Dorado 40 gr,44,18657.66,424.0377273
2022,2,Benavides,Photoderm MAX Aquafluido Claro 40 ml,79,29139.86,368.8589873
2022,2,Benavides,Photoderm MAX Aquafluido Dorado 40 ml,26,9191.78,353.53
2022,2,Benavides,Photoderm MAX Aquafluido Neutro 40 ml,60,20539.36,342.3226667
2022,2,Benavides,Photoderm MAX Crema 40 ml,25,7263.69,290.5476
2022,2,Benavides,Photoderm MAX Spray Spf 50+ 400 ml,26,18313.76,704.3753846
2022,2,Benavides,Photoderm Nude Touch Claro Spf 50+ 40 ml,42,18949.24,451.172381
2022,2,Benavides,Photoderm Nude Touch Dorado Spf 50+ 40 ml,16,6801.9,425.11875
2022,2,Benavides,Photoderm Nude Touch Muy Claro Spf 50+ 40 ml,37,16620.63,449.2062162
2022,2,Benavides,Photoderm Spot Age Spf 50+ 40 ml,7,2695.69,385.0985714
2022,2,Benavides,Sebium Barra 100 gr,52,6441.4,123.8730769
2022,2,Benavides,Sebium Gel Moussant 100 ml,200,37588.8,187.944
2022,2,Benavides,Sebium Gel Moussant 200 ml,95,26735.8,281.4294737
2022,2,Benavides,Sebium Gel Moussant Actif Tubo 200 ml,39,6756.66,173.2476923
2022,2,Benavides,Sebium H2O 100 ml,84,12117.32,144.2538095
2022,2,Benavides,Sebium H2O 250 ml,34,11621.14,341.7982353
2022,2,Benavides,Sebium H2O 500 ml,60,28958.35,482.6391667
2022,2,Benavides,Sebium Hydra 40 ml,77,29248.07,379.8450649
2022,2,Benavides,Sebium Pore Refiner 30 ml,97,51197.32,527.8074227
2022,2,Benavides,Sensibio AR 40 ml,131,52819.26,403.200458
2022,2,Benavides,Sensibio Ds+ Crema 40 ml,69,25246.72,365.8944928
2022,2,Benavides,Sensibio Gel Contorno de Ojos 15 ml,61,8085.1,132.542623
2022,2,Benavides,Sensibio Gel Moussant 200 ml,145,43780.51,301.9345517
2022,2,Benavides,Sensibio Gel Moussant 500 ml,34,11878.04,349.3541176
2022,2,Benavides,Sensibio Gel Moussant Tubo 100 ml,283,43256.53,152.8499293
2022,2,Benavides,Sensibio H2O 100 ml,286,43893.14,153.4725175
2022,2,Benavides,Sensibio H2O 250 ml,132,40332.82,305.5516667
2022,2,Benavides,Sensibio H2O 500 ml,155,72114.29,465.2534839
2022,2,Benavides,Sensibio H2O Bomba Inv 500 ml,52,28997.05,557.6355769
2022,2,Dekafarma,ABCDerm Gel Moussant 1 l,4,1304.308,326.077
2022,2,Dekafarma,Atoderm Barra 150 gr,85,9280.5125,109.1825
2022,2,Dekafarma,Atoderm Crema Tubo 200 ml,10,1458.175,145.8175
2022,2,Dekafarma,Atoderm Intensive Balsamo 200 ml,26,8693.4515,334.3635192
2022,2,Dekafarma,Atoderm Intensive Balsamo 500 ml,9,4783.554,531.506
2022,2,Dekafarma,Atoderm Intensive Balsamo 75 ml,1,153.1445,153.1445
2022,2,Dekafarma,Atoderm Intensive Gel Moussant 200 ml,7,1486.769,212.3955714
2022,2,Dekafarma,Atoderm SOS Spray 200 ml,9,3888.3414,432.0379333
2022,2,Dekafarma,Atoderm SOS Spray 50 ml,1,248.404,248.404
2022,2,Dekafarma,Cicabio Arnica+ 40 ml,2,520.251,260.1255
2022,2,Dekafarma,Cicabio Crema 40 ml,8,2198.304,274.788
2022,2,Dekafarma,KIT Nodé 125ml,6,1956.462,326.077
2022,2,Dekafarma,Photoderm AKN Spf 30 40 ml,1,431.596,431.596
2022,2,Dekafarma,Photoderm Aquafluido Claro Spf 50+ 40 ml,2,731.289,365.6445
2022,2,Dekafarma,Photoderm Aquafluido Neutro Spf 50+ 40 ml,1,365.6445,365.6445
2022,2,Dekafarma,Photoderm AR Spf 50+ 30 ml,1,431.596,431.596
2022,2,Dekafarma,Photoderm M Spf 50+ 40 ml,14,5324.179,380.2985
2022,2,Dekafarma,Photoderm MAX Aquafluido Dorado 40 ml,4,1462.578,365.6445
2022,2,Dekafarma,Photoderm MAX Crema 40 ml,10,3583.175,358.3175
2022,2,Dekafarma,Photoderm MAX Leche Spf 50+ 100 ml,3,1184.883,394.961
2022,2,Dekafarma,Photoderm Nude Touch Claro Spf 50+ 40 ml,8,3394.152,424.269
2022,2,Dekafarma,Photoderm Nude Touch Dorado Spf 50+ 40 ml,4,1697.076,424.269
2022,2,Dekafarma,Photoderm Nude Touch Muy Claro Spf 50+ 40 ml,1,424.269,424.269
2022,2,Dekafarma,Sebium Barra 100 gr,3,406.674,135.558
2022,2,Dekafarma,Sebium Gel Moussant 100 ml,34,5206.913,153.1445
2022,2,Dekafarma,Sebium Gel Moussant 200 ml,21,7216.9335,343.6635
2022,2,Dekafarma,Sebium Gel Moussant 500 ml,11,5341.5362,485.5942
2022,2,Dekafarma,Sebium Gel Moussant Tubo 200 ml,2,619.146,309.573
2022,2,Dekafarma,Sebium Global 30 ml,3,1294.788,431.596
2022,2,Dekafarma,Sebium H2O 100 ml,2,291.635,145.8175
2022,2,Dekafarma,Sebium H2O 250 ml,3,1009.0095,336.3365
2022,2,Dekafarma,Sebium H2O 500 ml,1,460.904,460.904
2022,2,Dekafarma,Sebium Hydra 40 ml,8,2983.772,372.9715
2022,2,Dekafarma,Sebium Pore Refiner 30 ml,9,4280.022,475.558
2022,2,Dekafarma,Sensibio AR 40 ml,2,789.922,394.961
2022,2,Dekafarma,Sensibio Ds+ Crema 40 ml,26,9506.757,365.6445
2022,2,Dekafarma,Sensibio Forte 40 ml,6,2193.867,365.6445
2022,2,Dekafarma,Sensibio Gel Contorno de Ojos 15 ml,1,343.97,343.97
2022,2,Dekafarma,Sensibio Gel Moussant 200 ml,11,4225.0395,384.0945
2022,2,Dekafarma,Sensibio H2O 100 ml,5,729.0875,145.8175
2022,2,Dekafarma,Sensibio H2O 250 ml,16,5381.384,336.3365
2022,2,Dekafarma,Sensibio H2O 500 ml,4,1843.616,460.904
2022,2,Dekafarma,Sensibio H2O Bomba Inv 500 ml,3,1448.655,482.885
2022,2,Dekafarma,Sensibio Light 40 ml,1,358.3175,358.3175
2022,2,Dermaplastic,ABCDerm Cold Cream 200 ml,1,306.03,306.03
2022,2,Dermaplastic,Atoderm Barra 150 gr,5,642.25,128.45
2022,2,Dermaplastic,Atoderm Gel Ducha 500 ml,1,487.07,487.07
2022,2,Dermaplastic,Atoderm Intensive Balsamo 200 ml,1,395.69,395.69
2022,2,Dermaplastic,Atoderm Intensive Gel Crema 500 ml,2,1118.96,559.48
2022,2,Dermaplastic,Atoderm Intensive Gel Crema 75 ml,3,618.09,206.03
2022,2,Dermaplastic,Atoderm Intensive Gel Moussant 200 ml,1,254.31,254.31
2022,2,Dermaplastic,Atoderm Manos y Uñas 50 ml,2,198.28,99.14
2022,2,Dermaplastic,Hydrabio H2O 100 ml,2,343.1,171.55
2022,2,Dermaplastic,Hydrabio H2O 250 ml,1,395.69,395.69
2022,2,Dermaplastic,Hydrabio Serum 40 ml,7,3916.36,559.48
2022,2,Dermaplastic,KIT Photoderm Aqua. Claro + Hydrabio H2O 100ml,3,1233.63,411.21
2022,2,Dermaplastic,Photoderm AKN Spf 30 40 ml,1,507.76,507.76
2022,2,Dermaplastic,Photoderm AR Spf 50+ 30 ml,1,507.76,507.76
2022,2,Dermaplastic,Photoderm Bronz 200 ml,1,512.93,512.93
2022,2,Dermaplastic,Photoderm Bruma Spf 50+ 150 ml,1,473.28,473.28
2022,2,Dermaplastic,Photoderm Cover T. Claro 40 gr,4,2065.52,516.38
2022,2,Dermaplastic,Photoderm Kid Leche 50+  100 ml,2,767.24,383.62
2022,2,Dermaplastic,Photoderm M Spf 50+ 40 ml,7,3554.32,507.76
2022,2,Dermaplastic,Photoderm MAX Aquafluido Claro 40 ml,4,1720.68,430.17
2022,2,Dermaplastic,Photoderm MAX Aquafluido Dorado 40 ml,4,1720.68,430.17
2022,2,Dermaplastic,Photoderm MAX Aquafluido Neutro 40 ml,1,430.17,430.17
2022,2,Dermaplastic,Photoderm MAX Crema 40 ml,1,421.55,421.55
2022,2,Dermaplastic,Photoderm MAX Spray Spf 50+ 400 ml,9,6199.11,688.79
2022,2,Dermaplastic,Photoderm Mineral Spray 100 ml,2,1050,525
2022,2,Dermaplastic,Photoderm Nude Touch Claro Spf 50+ 40 ml,9,4492.26,499.14
2022,2,Dermaplastic,Photoderm Nude Touch Dorado Spf 50+ 40 ml,2,998.28,499.14
2022,2,Dermaplastic,Photoderm Nude Touch Muy Claro Spf 50+ 40 ml,4,1996.56,499.14
2022,2,Dermaplastic,Photoderm Spot Age Spf 50+ 40 ml,1,507.76,507.76
2022,2,Dermaplastic,Sebium Barra 100 gr,3,478.44,159.48
2022,2,Dermaplastic,Sebium Gel Moussant 100 ml,8,1441.36,180.17
2022,2,Dermaplastic,Sebium Gel Moussant 500 ml,5,2668.1,533.62
2022,2,Dermaplastic,Sebium Gel Moussant Actif Tubo 200 ml,1,395.69,395.69
2022,2,Dermaplastic,Sebium Gel Moussant Tubo 200 ml,5,1719.85,343.97
2022,2,Dermaplastic,Sebium Global 30 ml,2,1015.52,507.76
2022,2,Dermaplastic,Sebium H2O 100 ml,2,343.1,171.55
2022,2,Dermaplastic,Sebium H2O 500 ml,2,1084.48,542.24
2022,2,Dermaplastic,Sebium Hydra 40 ml,8,3510.32,438.79
2022,2,Dermaplastic,Sebium Pore Refiner 30 ml,3,1678.44,559.48
2022,2,Dermaplastic,Sensibio AR 40 ml,2,929.32,464.66
2022,2,Dermaplastic,Sensibio Ds+ Crema 40 ml,2,860.34,430.17
2022,2,Dermaplastic,Sensibio Gel Contorno de Ojos 15 ml,2,687.94,343.97
2022,2,Dermaplastic,Sensibio Gel Moussant 500 ml,2,1067.24,533.62
2022,2,Dermaplastic,Sensibio Gel Moussant Tubo 100 ml,11,1981.87,180.17
2022,2,Dermaplastic,Sensibio H2O 100 ml,1,171.55,171.55
2022,2,Dermaplastic,Sensibio H2O 500 ml,2,1084.48,542.24
2022,2,Dermaplastic,Sensibio H2O Bomba Inv 500 ml,3,1756.02,585.34
2022,2,Dermaplastic,Sensibio Light 40 ml,8,3372.4,421.55
2022,2,Dermocutanea,Venta General,3537,1395103.459,394.431286
2022,2,Fleming,Atoderm Barra 150 gr,44,5651.8,128.45
2022,2,Fleming,Atoderm Crema Tubo 200 ml,31,5318.05,171.55
2022,2,Fleming,Atoderm Crema Ultra 500 ml,3,1083.63,361.21
2022,2,Fleming,Atoderm Gel Ducha 500 ml,1,487.07,487.07
2022,2,Fleming,Atoderm Intensive Balsamo 200 ml,10,3956.9,395.69
2022,2,Fleming,Atoderm Intensive Balsamo 500 ml,17,9511.16,559.48
2022,2,Fleming,Atoderm Intensive Gel Crema 200 ml,1,395.69,395.69
2022,2,Fleming,Atoderm Intensive Gel Crema 500 ml,8,4475.84,559.48
2022,2,Fleming,Atoderm Intensive Gel Crema 75 ml,2,412.06,206.03
2022,2,Fleming,Atoderm Intensive Gel Moussant 200 ml,5,1271.55,254.31
2022,2,Fleming,Atoderm Labios 15 ml,1,162.93,162.93
2022,2,Fleming,Atoderm Manos y Uñas 50 ml,2,198.28,99.14
2022,2,Fleming,Cicabio Arnica+ 40 ml,1,306.03,306.03
2022,2,Fleming,Cicabio Crema 40 ml,2,646.56,323.28
2022,2,Fleming,Hydrabio H2O 250 ml,1,395.69,395.69
2022,2,Fleming,Hydrabio Mascarilla 75 ml,1,430.17,430.17
2022,2,Fleming,Hydrabio Serum 40 ml,14,7832.72,559.48
2022,2,Fleming,KIT Hydrabio Suero + Hydrabio H2O 100ml,2,1108.62,554.31
2022,2,Fleming,KIT Photoderm Aqua. Claro 40ml + Sensibio  Gel 100ml,1,369.83,369.83
2022,2,Fleming,KIT Photoderm Aqua. Neutro 40ml + Sensibio  Gel 100ml,2,739.66,369.83
2022,2,Fleming,KIT Photoderm Cover Claro  + Sebium Gel Actif,1,516.38,516.38
2022,2,Fleming,KIT Photoderm Cover Dor.  + Sebium Gel Actif,1,516.38,516.38
2022,2,Fleming,KIT Photoderm Nude Cla. + Sebium Gel M. 100ml,1,456.03,456.03
2022,2,Fleming,KIT SensibioAR 40ml + SensibioGel M. 100ml,3,1350,450
2022,2,Fleming,Nodé Shampoo Fluido 400 ml,2,801.72,400.86
2022,2,Fleming,Photoderm AR Spf 50+ 30 ml,8,4062.08,507.76
2022,2,Fleming,Photoderm Bruma Spf 50+ 150 ml,1,473.28,473.28
2022,2,Fleming,Photoderm Cover T. Claro 40 gr,10,5163.8,516.38
2022,2,Fleming,Photoderm Cover T. Dorado 40 gr,7,3614.66,516.38
2022,2,Fleming,Photoderm Crema Dorado Spf 50+ 40 ml,4,1686.2,421.55
2022,2,Fleming,Photoderm M Spf 50+ 40 ml,7,3554.32,507.76
2022,2,Fleming,Photoderm MAX Aquafluido Claro 40 ml,12,5162.04,430.17
2022,2,Fleming,Photoderm MAX Aquafluido Dorado 40 ml,7,3011.19,430.17
2022,2,Fleming,Photoderm MAX Aquafluido Neutro 40 ml,5,2150.85,430.17
2022,2,Fleming,Photoderm MAX Crema 40 ml,7,2950.85,421.55
2022,2,Fleming,Photoderm MAX Spray Spf 50+ 400 ml,11,7576.69,688.79
2022,2,Fleming,Photoderm Nude Touch Claro Spf 50+ 40 ml,7,3493.98,499.14
2022,2,Fleming,Photoderm Nude Touch Dorado Spf 50+ 40 ml,6,2994.84,499.14
2022,2,Fleming,Photoderm Nude Touch Muy Claro Spf 50+ 40 ml,6,2994.84,499.14
2022,2,Fleming,Photoderm Spot Age Spf 50+ 40 ml,11,5585.36,507.76
2022,2,Fleming,Sebium Barra 100 gr,3,478.44,159.48
2022,2,Fleming,Sebium Gel Moussant 100 ml,28,5044.76,180.17
2022,2,Fleming,Sebium Gel Moussant 500 ml,12,6403.44,533.62
2022,2,Fleming,Sebium Gel Moussant Actif Tubo 200 ml,8,3165.52,395.69
2022,2,Fleming,Sebium Gel Moussant Tubo 200 ml,17,5847.49,343.97
2022,2,Fleming,Sebium Global 30 ml,2,1015.52,507.76
2022,2,Fleming,Sebium H2O 100 ml,4,686.2,171.55
2022,2,Fleming,Sebium H2O 250 ml,1,395.69,395.69
2022,2,Fleming,Sebium H2O 500 ml,8,4337.92,542.24
2022,2,Fleming,Sebium Hydra 40 ml,24,10530.96,438.79
2022,2,Fleming,Sebium Night Peel 40 ml,2,1153.44,576.72
2022,2,Fleming,Sebium Pore Refiner 30 ml,12,6713.76,559.48
2022,2,Fleming,Sensibio AR 40 ml,18,8363.88,464.66
2022,2,Fleming,Sensibio Ds+ Crema 40 ml,15,6452.55,430.17
2022,2,Fleming,Sensibio Forte 40 ml,2,860.34,430.17
2022,2,Fleming,Sensibio Gel Contorno de Ojos 15 ml,4,1375.88,343.97
2022,2,Fleming,Sensibio Gel Moussant 200 ml,18,7277.58,404.31
2022,2,Fleming,Sensibio Gel Moussant 500 ml,8,4268.96,533.62
2022,2,Fleming,Sensibio Gel Moussant Tubo 100 ml,25,4504.25,180.17
2022,2,Fleming,Sensibio H2O 100 ml,6,1029.3,171.55
2022,2,Fleming,Sensibio H2O 250 ml,6,2374.14,395.69
2022,2,Fleming,Sensibio H2O 500 ml,17,9218.08,542.24
2022,2,Fleming,Sensibio Light 40 ml,6,2529.3,421.55
2022,2,HEB,ABCDerm H2O 1 l,8,3831.95,478.99375
2022,2,HEB,Atoderm Barra 150 gr,133,16341.32,122.8670677
2022,2,HEB,Atoderm Crema Tubo 200 ml,155,21900.61,141.2942581
2022,2,HEB,Atoderm Intensive Balsamo 200 ml,59,21834.79,370.0811864
2022,2,HEB,Atoderm Intensive Balsamo 75 ml,30,5852.45,195.0816667
2022,2,HEB,Atoderm Intensive Gel Crema 500 ml,23,12345.06,536.7417391
2022,2,HEB,Atoderm Intensive Gel Moussant 200 ml,2,403.45,201.725
2022,2,HEB,Atoderm SOS Spray 200 ml,12,6110.36,509.1966667
2022,2,HEB,Atoderm SOS Spray 50 ml,1,257.76,257.76
2022,2,HEB,Cicabio Arnica+ 40 ml,6,442.93,73.82166667
2022,2,HEB,Cicabio Crema 40 ml,2,415.17,207.585
2022,2,HEB,Hydrabio H2O 100 ml,46,7679.9,166.9543478
2022,2,HEB,Hydrabio H2O 250 ml,24,9107.57,379.4820833
2022,2,HEB,Hydrabio Serum 40 ml,83,44225.52,532.8375904
2022,2,HEB,KIT Photoderm Aqua. Dorado + Hydrabio H2O 100ml,1,369.83,369.83
2022,2,HEB,KIT Photoderm Cover Claro  + Sebium Gel Actif,70,35687.8,509.8257143
2022,2,HEB,KIT Photoderm Cover Dor.  + Sebium Gel Actif,37,18149.44,490.5254054
2022,2,HEB,KIT Photoderm Nude Cla. + Sebium Gel M. 100ml,48,23796.65,495.7635417
2022,2,HEB,KIT Photoderm Nude Dor. + Sebium Gel M. 100ml,17,8414.59,494.9758824
2022,2,HEB,KIT Photoderm Nude Muy Claro + Sebium Gel M. 100ml,26,12852.84,494.34
2022,2,HEB,KIT Sensibio  H2O 500ml + 250ml,18,8520.16,473.3422222
2022,2,HEB,Nodé DS+ 125 ml,36,13532.17,375.8936111
2022,2,HEB,Photoderm AR Spf 50+ 30 ml,38,15418.87,405.7597368
2022,2,HEB,Photoderm Bruma Spf 50+ 150 ml,16,6641.4,415.0875
2022,2,HEB,Photoderm Cover T. Claro 40 gr,59,24407.16,413.680678
2022,2,HEB,Photoderm Cover T. Dorado 40 gr,51,21357.54,418.7752941
2022,2,HEB,Photoderm Crema Dorado Spf 50+ 40 ml,20,5667.55,283.3775
2022,2,HEB,Photoderm Kid Leche 50+  100 ml,5,1831.89,366.378
2022,2,HEB,Photoderm M Spf 50+ 40 ml,43,18273.1,424.955814
2022,2,HEB,Photoderm MAX Aquafluido Claro 40 ml,132,42398.34,321.1995455
2022,2,HEB,Photoderm MAX Aquafluido Dorado 40 ml,59,18457.68,312.8420339
2022,2,HEB,Photoderm MAX Aquafluido Neutro 40 ml,48,18188.55,378.928125
2022,2,HEB,Photoderm MAX Crema 40 ml,33,11433.67,346.4748485
2022,2,HEB,Photoderm MAX Spray Spf 50+ 400 ml,50,28143.26,562.8652
2022,2,HEB,Photoderm Nude Touch Claro Spf 50+ 40 ml,100,38780.37,387.8037
2022,2,HEB,Photoderm Nude Touch Dorado Spf 50+ 40 ml,31,12838.7,414.1516129
2022,2,HEB,Photoderm Nude Touch Muy Claro Spf 50+ 40 ml,69,27894.12,404.2626087
2022,2,HEB,Photoderm Spot Age Spf 50+ 40 ml,21,8511.43,405.3061905
2022,2,HEB,Sebium Barra 100 gr,73,11276.05,154.4664384
2022,2,HEB,Sebium Gel Gommant 100 ml,35,12901.35,368.61
2022,2,HEB,Sebium Gel Moussant 100 ml,253,43997.52,173.9032411
2022,2,HEB,Sebium Gel Moussant 200 ml,54,20851.09,386.1312963
2022,2,HEB,Sebium Gel Moussant 500 ml,41,20557.6,501.404878
2022,2,HEB,Sebium Gel Moussant Actif Tubo 200 ml,52,20097.8,386.4961538
2022,2,HEB,Sebium Gel Moussant Tubo 200 ml,148,43325.68,292.7410811
2022,2,HEB,Sebium Global 30 ml,41,19888.64,485.0887805
2022,2,HEB,Sebium H2O 100 ml,108,18183.28,168.3637037
2022,2,HEB,Sebium H2O 250 ml,24,8968.96,373.7066667
2022,2,HEB,Sebium H2O 500 ml,119,54308.75,456.3760504
2022,2,HEB,Sebium H2O Bomba Inv 500 ml,8,4219.27,527.40875
2022,2,HEB,Sebium Hydra 40 ml,156,65539.21,420.123141
2022,2,HEB,Sebium Night Peel 40 ml,14,6944.54,496.0385714
2022,2,HEB,Sebium Pore Refiner 30 ml,83,39098.28,471.0636145
2022,2,HEB,Sensibio AR 40 ml,157,63189.2,402.4789809
2022,2,HEB,Sensibio Ds+ Crema 40 ml,54,22320.05,413.3342593
2022,2,HEB,Sensibio Forte 40 ml,1,275,275
2022,2,HEB,Sensibio Gel Contorno de Ojos 15 ml,94,27849.81,296.2745745
2022,2,HEB,Sensibio Gel Moussant 200 ml,159,53021.91,333.4711321
2022,2,HEB,Sensibio Gel Moussant 500 ml,205,93963.51,458.3585854
2022,2,HEB,Sensibio Gel Moussant Tubo 100 ml,495,86288.84,174.3208889
2022,2,HEB,Sensibio H2O 100 ml,291,48248.33,165.8018213
2022,2,HEB,Sensibio H2O 250 ml,116,43979,379.1293103
2022,2,HEB,Sensibio H2O 500 ml,304,142870.32,469.9681579
2022,2,HEB,Sensibio H2O Bomba Inv 500 ml,114,64211.41,563.2579825
2022,2,HEB,Sensibio Light 40 ml,169,58018.05,343.302071
2022,2,La Comer,Atoderm Barra 150 gr,106,13594.14138,128.2466168
2022,2,La Comer,Atoderm Crema Tubo 200 ml,129,22108.4,171.3829457
2022,2,La Comer,Atoderm Intensive Balsamo 200 ml,44,17410.35931,395.6899843
2022,2,La Comer,Atoderm Intensive Balsamo 500 ml,40,22336.96138,558.4240345
2022,2,La Comer,Atoderm Intensive Gel Moussant 200 ml,35,8807.747586,251.649931
2022,2,La Comer,Atoderm SOS Spray 200 ml,14,7229.31931,516.3799507
2022,2,La Comer,Atoderm SOS Spray 50 ml,23,6587.042759,286.3931634
2022,2,La Comer,Hydrabio H2O 100 ml,72,12334.36379,171.3106082
2022,2,La Comer,Hydrabio H2O 250 ml,51,20097.42897,394.0672346
2022,2,La Comer,Hydrabio Mascarilla 75 ml,16,6882.72,430.17
2022,2,La Comer,Hydrabio Serum 40 ml,67,37425.68276,558.59228
2022,2,La Comer,KIT Hydrabio Suero + Hydrabio H2O 100ml,16,8868.96,554.31
2022,2,La Comer,KIT Photoderm Aqua. Dor. 40ml + Sensibio  Gel 100ml,1,369.83,369.83
2022,2,La Comer,KIT Photoderm Aqua. Neutro + Hydrabio H2O 100ml,2,822.42,411.21
2022,2,La Comer,KIT Photoderm Cover T. Claro + Sensibio  H2O 100ml,11,5680.18,516.38
2022,2,La Comer,KIT Photoderm Cover T. Dorado + Sensibio  H2O 100ml,7,3614.66,516.38
2022,2,La Comer,KIT Photoderm Nude Cla. + Sebium Gel M. 100ml,2,912.06,456.03
2022,2,La Comer,KIT Photoderm Nude Dor. + Sebium Gel M. 100ml,2,912.06,456.03
2022,2,La Comer,Kit Sebium Gel M. 200ml + Sebium H2O 100ml,12,4127.64,343.97
2022,2,La Comer,KIT Sebium P. Refiner 30ml+ Sebium Gel 100ml,15,7487.1,499.14
2022,2,La Comer,KIT Sensibio  H2O 500ml + 250ml,2,998.28,499.14
2022,2,La Comer,Photoderm AR Spf 50+ 30 ml,13,6600.88,507.76
2022,2,La Comer,Photoderm Bruma Spf 50+ 150 ml,55,25875.21103,470.4583824
2022,2,La Comer,Photoderm Cover T. Claro 40 gr,42,21568.99103,513.5474055
2022,2,La Comer,Photoderm Cover T. Dorado 40 gr,33,17040.54,516.38
2022,2,La Comer,Photoderm Crema Dorado Spf 50+ 40 ml,27,11381.85,421.55
2022,2,La Comer,Photoderm M Spf 50+ 40 ml,38,19294.87862,507.7599637
2022,2,La Comer,Photoderm MAX Aquafluido Claro 40 ml,63,27100.71,430.17
2022,2,La Comer,Photoderm MAX Aquafluido Dorado 40 ml,31,13335.27,430.17
2022,2,La Comer,Photoderm MAX Aquafluido Neutro 40 ml,36,15486.12483,430.1701341
2022,2,La Comer,Photoderm MAX Crema 40 ml,37,15537.86897,419.9424045
2022,2,La Comer,Photoderm MAX Spray Spf 50+ 400 ml,51,35128.2931,688.7900608
2022,2,La Comer,Photoderm Nude Touch Claro Spf 50+ 40 ml,66,32900.99448,498.4999164
2022,2,La Comer,Photoderm Nude Touch Dorado Spf 50+ 40 ml,37,18382.83104,496.8332712
2022,2,La Comer,Photoderm Nude Touch Muy Claro Spf 50+ 40 ml,25,12478.5,499.14
2022,2,La Comer,Photoderm Spot Age Spf 50+ 40 ml,17,8631.92,507.76
2022,2,La Comer,Sebium Gel Moussant 100 ml,219,39432.23966,180.0558888
2022,2,La Comer,Sebium Gel Moussant 500 ml,106,56512.86,533.1401887
2022,2,La Comer,Sebium Gel Moussant Actif Tubo 200 ml,51,20180.18966,395.6899932
2022,2,La Comer,Sebium Gel Moussant Tubo 200 ml,92,31602.98069,343.5106597
2022,2,La Comer,Sebium Global 30 ml,31,15740.56,507.76
2022,2,La Comer,Sebium H2O 100 ml,124,21221.12414,171.1380979
2022,2,La Comer,Sebium H2O 250 ml,53,20903.46586,394.4050163
2022,2,La Comer,Sebium H2O 500 ml,61,32873.19724,538.9048728
2022,2,La Comer,Sebium H2O Bomba Inv 500 ml,49,28681.66,585.34
2022,2,La Comer,Sebium Pore Refiner 30 ml,50,27914.52,558.2904
2022,2,La Comer,Sensibio AR 40 ml,69,31977.03793,463.4353323
2022,2,La Comer,Sensibio Gel Contorno de Ojos 15 ml,50,17172.63345,343.452669
2022,2,La Comer,Sensibio Gel Moussant 200 ml,124,50092.20035,403.9693576
2022,2,La Comer,Sensibio Gel Moussant 500 ml,82,43672.36138,532.5897729
2022,2,La Comer,Sensibio Gel Moussant Tubo 100 ml,292,52586.38104,180.090346
2022,2,La Comer,Sensibio H2O 100 ml,339,57922.71724,170.8634727
2022,2,La Comer,Sensibio H2O 250 ml,154,60725.05069,394.318511
2022,2,La Comer,Sensibio H2O 500 ml,156,84419.62345,541.1514323
2022,2,La Comer,Sensibio H2O Bomba Inv 500 ml,156,91007.90138,583.3839832
2022,2,La Comer,Sensibio Light 40 ml,67,28243.85,421.55
2022,2,Liverpool,ABCDerm Gel Moussant 1 l,93,34581.8,371.8473118
2022,2,Liverpool,Atoderm Barra 150 gr,203,17624.76,86.82147783
2022,2,Liverpool,Atoderm Crema Tubo 200 ml,307,38414.46,125.1285342
2022,2,Liverpool,Atoderm Crema Ultra 500 ml,137,30090.03,219.6352555
2022,2,Liverpool,Atoderm Gel Ducha 500 ml,4,900,225
2022,2,Liverpool,Atoderm Intensive Balsamo 200 ml,66,20962.12,317.6078788
2022,2,Liverpool,Atoderm Intensive Balsamo 500 ml,116,58763.78,506.5843103
2022,2,Liverpool,Atoderm Intensive Balsamo 75 ml,70,11469.05,163.8435714
2022,2,Liverpool,Atoderm Intensive Gel Crema 200 ml,40,11767.29,294.18225
2022,2,Liverpool,Atoderm Intensive Gel Crema 500 ml,41,20980.49,511.7192683
2022,2,Liverpool,Atoderm Intensive Gel Crema 75 ml,41,7112.88,173.484878
2022,2,Liverpool,Atoderm Intensive Gel Moussant 200 ml,58,10237.5,176.5086207
2022,2,Liverpool,Atoderm Labios 15 ml,71,9786.63,137.8398592
2022,2,Liverpool,Atoderm Manos y Uñas 50 ml,195,14099.53,72.30528205
2022,2,Liverpool,Atoderm SOS Spray 200 ml,26,11579.75,445.375
2022,2,Liverpool,Atoderm SOS Spray 50 ml,24,6511.68,271.32
2022,2,Liverpool,Cicabio Arnica+ 40 ml,26,6082.66,233.9484615
2022,2,Liverpool,Cicabio Crema 40 ml,24,7031.96,292.9983333
2022,2,Liverpool,Hydrabio H2O 100 ml,79,9898.27,125.294557
2022,2,Liverpool,Hydrabio H2O 250 ml,62,17432.27,281.1656452
2022,2,Liverpool,Hydrabio Mascarilla 75 ml,84,24863.8,295.997619
2022,2,Liverpool,Hydrabio Serum 40 ml,493,255948.95,519.1662272
2022,2,Liverpool,KIT Hydrabio Suero + Hydrabio H2O 100ml,12,4991.4,415.95
2022,2,Liverpool,KIT Photoderm Aqua. Claro + Hydrabio H2O 100ml,1,369.83,369.83
2022,2,Liverpool,KIT Photoderm Aqua. Claro 40ml + Sensibio  Gel 100ml,100,36982.96,369.8296
